,kepid,kepoi_name,kepler_name,koi_disposition,koi_vet_stat,koi_vet_date,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_disp_prov,koi_comment,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_time0,koi_time0_err1,koi_time0_err2,koi_eccen,koi_eccen_err1,koi_eccen_err2,koi_longp,koi_longp_err1,koi_longp_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_ingress,koi_ingress_err1,koi_ingress_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_ror,koi_ror_err1,koi_ror_err2,koi_srho,koi_srho_err1,koi_srho_err2,koi_fittype,koi_prad,koi_prad_err1,koi_prad_err2,koi_sma,koi_sma_err1,koi_sma_err2,koi_incl,koi_incl_err1,koi_incl_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_dor,koi_dor_err1,koi_dor_err2,koi_limbdark_mod,koi_ldm_coeff4,koi_ldm_coeff3,koi_ldm_coeff2,koi_ldm_coeff1,koi_parm_prov,koi_max_sngle_ev,koi_max_mult_ev,koi_model_snr,koi_count,koi_num_transits,koi_tce_plnt_num,koi_tce_delivname,koi_quarters,koi_bin_oedp_sig,koi_trans_mod,koi_model_dof,koi_model_chisq,koi_datalink_dvr,koi_datalink_dvs,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_smet,koi_smet_err1,koi_smet_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_smass,koi_smass_err1,koi_smass_err2,koi_sage,koi_sage_err1,koi_sage_err2,koi_sparprov,ra,dec,koi_kepmag,koi_gmag,koi_rmag,koi_imag,koi_zmag,koi_jmag,koi_hmag,koi_kmag,koi_fwm_stat_sig,koi_fwm_sra,koi_fwm_sra_err,koi_fwm_sdec,koi_fwm_sdec_err,koi_fwm_srao,koi_fwm_srao_err,koi_fwm_sdeco,koi_fwm_sdeco_err,koi_fwm_prao,koi_fwm_prao_err,koi_fwm_pdeco,koi_fwm_pdeco_err,koi_dicco_mra,koi_dicco_mra_err,koi_dicco_mdec,koi_dicco_mdec_err,koi_dicco_msky,koi_dicco_msky_err,koi_dikco_mra,koi_dikco_mra_err,koi_dikco_mdec,koi_dikco_mdec_err,koi_dikco_msky,koi_dikco_msky_err
2137,10489206,K00251.01,Kepler-125 b,CONFIRMED,Done,8/16/18,CANDIDATE,1,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,4.164384505,2.16E-06,-2.16E-06,171.087935,0.000391,-0.000391,2455004.088,0.000391,-0.000391,0,,,,,,0.59,0.056,-0.429,1.8464,0.028,-0.028,,,,2340,20.8,-20.8,0.045876,0.000302,-0.00196,3.60443,2.3352,-2.01678,LS+MCMC,2.54,0.19,-0.21,0.0411,,,87.73,,,590,,,28.75,7.06,-6.62,14.89,4.8,-4.8,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.4064,0.2898,q1_q17_dr25_koi,14.949078,141.97963,132.1,2,253,1,q1_q17_dr25_tce,1.11E+31,0.2905,Mandel and Agol (2002 ApJ 580 171),,,010/010489/010489206/dv/kplr010489206-20160209194854_dvr.pdf,010/010489/010489206/dv/kplr010489206-001-20160209194854_dvs.pdf,3808,76,-84,4.754,0.036,-0.036,-0.06,0.15,-0.15,0.508,0.037,-0.042,0.534,0.035,-0.042,,,,q1_q17_dr25_stellar,298.25812,47.604939,14.752,16.233,14.871,14.118,13.716,12.484,11.869,11.682,0,19.8838657,2.40E-06,47.605126,2.50E-05,-0.348,0.086,0.668,0.092,-0.00234,0.00023,0.00312,0.00026,0.036,0.079,-0.019,0.077,0.041,0.078,-0.04,0.086,0.196,0.085,0.2,0.085
2138,3426367,K02662.01,Kepler-1308 b,CONFIRMED,Done,8/16/18,CANDIDATE,1,0,0,0,0,q1_q17_dr25_sup_koi,CENT_KIC_POS,2.10433534,4.47E-06,-4.47E-06,133.31612,0.00173,-0.00173,2454966.316,0.00173,-0.00173,0,,,,,,0.872,0.049,-0.661,1.1168,0.0649,-0.0649,,,,242,15,-15,0.016787,0.000157,-0.00267,1.86071,13.81462,-1.02433,LS+MCMC,0.79,0.11,-0.08,0.025,,,83.39,,,662,,,45.34,17.7,-12.75,7.58,3.8,-3.8,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.3411,0.3866,q1_q17_dr25_koi,3.707802,16.621637,20.7,1,634,1,q1_q17_dr25_tce,1.11E+31,0.7303,Mandel and Agol (2002 ApJ 580 171),,,003/003426/003426367/dv/kplr003426367-20160209194854_dvr.pdf,003/003426/003426367/dv/kplr003426367-001-20160209194854_dvs.pdf,3605,71,-85,4.837,0.038,-0.071,0.07,0.15,-0.15,0.433,0.058,-0.048,0.47,0.047,-0.057,,,,q1_q17_dr25_stellar,285.92889,38.520981,14.488,16.237,14.837,13.739,13.189,11.878,11.24,11.023,0.082,19.061899,1.50E-05,38.52072,0.00018,-1.19,0.62,-0.93,0.66,0.00014,0.00015,-0.00014,0.00016,0.19,0.19,0.16,0.21,0.25,0.2,-0.11,0.22,-0.58,0.29,0.59,0.26
2140,11548140,K00256.01,,FALSE POSITIVE,Done,8/16/18,FALSE POSITIVE,0,0,1,0,0,q1_q17_dr25_sup_koi,SWEET_EB,1.378649746,4.00E-07,-4.00E-07,169.780113,0.000222,-0.000222,2455002.78,0.000222,-0.000222,0,,,,,,0.099,0.081,-0.099,1.2232,0.0105,-0.0105,,,,22500,165,-165,0.135797,0.000847,-0.000664,9.26842,0.30379,-0.54573,LS+MCMC,6.51,0.52,-0.77,0.0188,,,89.42,,,734,,,68.34,17.82,-19.72,9.765,0.32,-0.32,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2823,0.4558,q1_q17_dr25_koi,27.948862,110.819664,172.2,1,770,1,q1_q17_dr25_tce,1.11E+31,0.4587,Mandel and Agol (2002 ApJ 580 171),,,011/011548/011548140/dv/kplr011548140-20160209194854_dvr.pdf,011/011548/011548140/dv/kplr011548140-001-20160209194854_dvs.pdf,3440,68,-75,4.82,0.044,-0.04,0.46,0.05,-0.15,0.439,0.035,-0.052,0.465,0.032,-0.06,,,,q1_q17_dr25_stellar,285.18512,49.565369,15.373,17.092,15.754,14.636,14.059,12.701,12.001,11.783,0,19.012349,4.40E-06,49.56458,4.60E-05,0.24,0.15,-2.85,0.16,-0.00088,0.00049,0.00552,0.00069,0.11,0.071,-0.177,0.067,0.208,0.068,-0.057,0.071,-0.165,0.072,0.174,0.073
2152,5364071,K00248.03,Kepler-49 d,CONFIRMED,Done,8/16/18,CANDIDATE,1,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,2.576571021,1.95E-06,-1.95E-06,172.126911,0.000617,-0.000617,2455005.127,0.000617,-0.000617,0,,,,,,0.187,0.096,-0.187,1.5997,0.0187,-0.0187,,,,853,14.6,-14.6,0.0267,0.000323,-0.000333,5.48224,0.52945,-0.48083,LS+MCMC,1.57,0.09,-0.12,0.03,,,89.14,,,717,,,62.42,12.91,-13.65,12.44,1.2,-1.2,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.3037,0.4224,q1_q17_dr25_koi,10.21087,48.26403,63.6,4,499,2,q1_q17_dr25_tce,1.11E+31,0.6693,Mandel and Agol (2002 ApJ 580 171),,,005/005364/005364071/dv/kplr005364071-20160209194854_dvr.pdf,005/005364/005364071/dv/kplr005364071-002-20160209194854_dvs.pdf,3834,77,-84,4.708,0.045,-0.021,-0.02,0.15,-0.15,0.539,0.03,-0.041,0.541,0.037,-0.037,,,,q1_q17_dr25_stellar,292.29459,40.591789,15.264,16.628,15.264,14.68,14.342,13.184,12.487,12.383,0,19.486288,5.00E-06,40.591851,4.90E-05,-0.74,0.21,0.22,0.18,0.00033,0.00016,-0.00019,0.00014,-0.1,0.13,0.09,0.12,0.13,0.14,-0.21,0.12,0.07,0.12,0.22,0.13
2195,5364071,K00248.04,Kepler-49 e,CONFIRMED,Done,8/16/18,CANDIDATE,0.999,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,18.59611518,4.87E-05,-4.87E-05,141.26331,0.00209,-0.00209,2454974.263,0.00209,-0.00209,0,,,,,,0.014,0.387,-0.014,2.3052,0.0599,-0.0599,,,,814,31.5,-31.5,0.025959,0.000896,-0.000537,13.82558,1.02952,-4.24196,LS+MCMC,1.53,0.08,-0.12,0.112,,,89.99,,,371,,,4.48,0.92,-0.98,63.23,4.7,-4.7,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.3037,0.4224,q1_q17_dr25_koi,6.3871775,20.641129,27.6,4,61,4,q1_q17_dr25_tce,1.11E+31,0.4977,Mandel and Agol (2002 ApJ 580 171),,,005/005364/005364071/dv/kplr005364071-20160209194854_dvr.pdf,005/005364/005364071/dv/kplr005364071-004-20160209194854_dvs.pdf,3834,77,-84,4.708,0.045,-0.021,-0.02,0.15,-0.15,0.539,0.03,-0.041,0.541,0.037,-0.037,,,,q1_q17_dr25_stellar,292.29459,40.591789,15.264,16.628,15.264,14.68,14.342,13.184,12.487,12.383,0.753,19.486294,1.10E-05,40.59176,0.00011,-0.51,0.44,-0.12,0.38,0.00016,0.00036,6.00E-05,0.00032,-0.15,0.11,-0.58,0.39,0.6,0.38,-0.3,0.16,-0.62,0.36,0.69,0.34
2196,10489206,K00251.02,Kepler-125 c,CONFIRMED,Done,8/16/18,CANDIDATE,0.997,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,5.77440326,3.06E-05,-3.06E-05,132.96695,0.00455,-0.00455,2454965.967,0.00455,-0.00455,0,,,,,,0.425,0.515,-0.227,1.768,0.127,-0.127,,,,245,23.5,-23.5,0.014483,0.000681,-0.00096,6.89053,3.26076,-2.58666,LS+MCMC,0.8,0.06,-0.06,0.0511,,,88.94,,,529,,,18.6,4.57,-4.29,23,10.9,-10.9,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.4064,0.2898,q1_q17_dr25_koi,3.9899285,12.358115,11.8,2,176,2,q1_q17_dr25_tce,1.11E+31,0.7536,Mandel and Agol (2002 ApJ 580 171),,,010/010489/010489206/dv/kplr010489206-20160209194854_dvr.pdf,010/010489/010489206/dv/kplr010489206-002-20160209194854_dvs.pdf,3808,76,-84,4.754,0.036,-0.036,-0.06,0.15,-0.15,0.508,0.037,-0.042,0.534,0.035,-0.042,,,,q1_q17_dr25_stellar,298.25812,47.604939,14.752,16.233,14.871,14.118,13.716,12.484,11.869,11.682,0,19.883871,2.50E-05,47.60471,0.00027,-0.16,0.91,-0.82,0.97,-0.00031,0.00024,0.00073,0.00025,0.39,0.58,-0.44,0.31,0.59,0.45,0.41,0.74,-0.22,0.37,0.46,0.58
2206,8631751,K02453.01,,CANDIDATE,Done,8/16/18,CANDIDATE,1,0,0,0,0,q1_q17_dr25_sup_koi,CENT_KIC_POS,1.530515205,1.68E-06,-1.68E-06,131.867506,0.000913,-0.000913,2454964.868,0.000913,-0.000913,0,,,,,,0.882,0.059,-0.662,0.5945,0.0528,-0.0528,,,,660,30.5,-30.5,0.029563,0.00289,-0.00495,9.33124,88.9588,-6.74388,LS+MCMC,0.84,0.17,-0.15,0.0163,,,85.18,,,608,,,32.46,19.25,-11.82,10.49,5,-5,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.4341,0.2646,q1_q17_dr25_koi,3.4998615,12.533469,23.2,1,873,1,q1_q17_dr25_tce,1.11E+31,0.9289,Mandel and Agol (2002 ApJ 580 171),,,008/008631/008631751/dv/kplr008631751-20160209194854_dvr.pdf,008/008631/008631751/dv/kplr008631751-001-20160209194854_dvs.pdf,3462,76,-69,5.004,0.065,-0.065,-0.42,0.15,-0.1,0.259,0.054,-0.044,0.247,0.067,-0.045,,,,q1_q17_dr25_stellar,294.46848,44.75396,15.63,,15.85,14.939,14.471,13.185,12.651,12.423,0.247,19.631229,9.30E-06,44.754291,9.90E-05,-0.06,0.36,1.19,0.36,-8.00E-05,0.00022,0.00019,0.00022,0.06,0.12,0.23,0.19,0.24,0.19,-0.02,0.3,2.41,0.2,2.42,0.2
2237,9390653,K00249.01,Kepler-504 A b,CONFIRMED,Done,8/16/18,CANDIDATE,1,0,0,0,0,q1_q17_dr25_sup_koi,CENT_KIC_POS,9.549277089,5.29E-06,-5.29E-06,175.757183,0.000433,-0.000433,2455008.757,0.000433,-0.000433,0,,,,,,0.068,0.282,-0.068,1.5832,0.0185,-0.0185,,,,1830,20,-20,0.038907,0.000597,-0.000362,22.61413,1.08182,-4.46583,LS+MCMC,1.57,0.21,-0.24,0.0646,,,89.92,,,374,,,4.62,1.83,-1.58,47.77,2.3,-2.3,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.3775,0.3402,q1_q17_dr25_koi,16.14665,110.62994,112.2,1,138,1,q1_q17_dr25_tce,1.11E+31,0.0216,Mandel and Agol (2002 ApJ 580 171),,,009/009390/009390653/dv/kplr009390653-20160209194854_dvr.pdf,009/009390/009390653/dv/kplr009390653-001-20160209194854_dvs.pdf,3547,71,-80,4.899,0.06,-0.06,-0.14,0.15,-0.15,0.369,0.05,-0.056,0.396,0.048,-0.072,,,,q1_q17_dr25_stellar,284.92184,45.972401,14.486,16.132,14.731,13.781,13.301,12,11.374,11.155,0,18.9947976,1.80E-06,45.972486,2.10E-05,0.334,0.067,0.311,0.074,0.00052,0.00016,0.00112,0.00019,-0.688,0.096,-0.9,0.12,1.13,0.11,0.048,0.095,-0.04,0.1,0.06,0.12
2239,11187837,K00252.01,Kepler-1663 b,CONFIRMED,Done,8/16/18,CANDIDATE,1,0,0,0,0,q1_q17_dr25_sup_koi,CENT_KIC_POS,17.60461401,2.50E-05,-2.50E-05,170.4984,0.00109,-0.00109,2455003.498,0.00109,-0.00109,0,,,,,,0.715,0.04,-0.512,3.716,0.0836,-0.0836,,,,2290,33.5,-33.5,0.046863,0.00342,-0.00296,1.29603,2.00278,-0.06327,LS+MCMC,2.64,0.15,-0.23,0.1072,,,88.52,,,362,,,4.07,0.87,-0.98,27.7,10.7,-10.7,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2575,0.4768,q1_q17_dr25_koi,14.0273695,71.954796,80.1,1,77,1,q1_q17_dr25_tce,1.11E+31,0.8574,Mandel and Agol (2002 ApJ 580 171),,,011/011187/011187837/dv/kplr011187837-20160209194854_dvr.pdf,011/011187/011187837/dv/kplr011187837-001-20160209194854_dvs.pdf,3744,75,-83,4.737,0.046,-0.028,0.06,0.15,-0.15,0.516,0.03,-0.046,0.529,0.035,-0.043,,,,q1_q17_dr25_stellar,290.40149,48.82259,15.613,17.061,15.696,14.992,14.621,13.418,12.741,12.552,0,19.360101,4.40E-06,48.82267,4.30E-05,0.03,0.16,0.29,0.16,0.00013,0.0004,0.0015,0.00045,-0.039,0.079,-0.097,0.085,0.105,0.089,-0.054,0.076,0.424,0.088,0.428,0.087
2257,6183511,K02542.01,,CANDIDATE,Done,8/16/18,CANDIDATE,0.958,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,0.727331746,1.29E-06,-1.29E-06,132.37007,0.00156,-0.00156,2454965.37,0.00156,-0.00156,0,,,,,,0.153,0.301,-0.153,0.8323,0.0627,-0.0627,,,,357,23.9,-23.9,0.017336,0.00111,-0.000534,10.9556,2.55506,-5.08369,LS+MCMC,0.67,0.11,-0.1,0.0115,,,88.7,,,849,,,122.92,56.11,-44.24,6.74,1.6,-1.6,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.3411,0.3866,q1_q17_dr25_koi,3.677484,14.735321,20.4,1,1423,1,q1_q17_dr25_tce,1.11E+31,0.9275,Mandel and Agol (2002 ApJ 580 171),,,006/006183/006183511/dv/kplr006183511-20160209194854_dvr.pdf,006/006183/006183511/dv/kplr006183511-001-20160209194854_dvs.pdf,3460,69,-83,4.92,0.058,-0.071,0.07,0.15,-0.15,0.356,0.057,-0.057,0.385,0.055,-0.076,,,,q1_q17_dr25_stellar,283.40195,41.516331,15.527,17.329,15.901,14.755,14.177,12.858,12.266,12.032,0.012,18.893473,1.70E-05,41.51593,0.00021,0.38,0.69,-1.42,0.76,-0.00028,0.00025,0.00036,0.00028,-0.31,0.32,-0.43,0.14,0.53,0.22,-0.63,0.31,-0.73,0.14,0.97,0.25
2279,9757613,K00250.01,Kepler-26 b,CONFIRMED,Done,8/16/18,CANDIDATE,1,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,12.28299829,8.00E-06,-8.00E-06,170.39809,0.00051,-0.00051,2455003.398,0.00051,-0.00051,0,,,,,,0.047,0.233,-0.047,2.7096,0.0198,-0.0198,,,,2790,22.4,-22.4,0.048233,0.000494,-0.000238,5.98262,0.06965,-0.87957,LS+MCMC,2.83,0.16,-0.22,0.0847,,,89.93,,,431,,,8.14,1.68,-1.78,36.27,0.422,-0.422,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2238,0.5081,q1_q17_dr25_koi,17.01606,104.526276,137.2,4,110,1,q1_q17_dr25_tce,1.11E+31,0.5393,Mandel and Agol (2002 ApJ 580 171),,,009/009757/009757613/dv/kplr009757613-20160209194854_dvr.pdf,009/009757/009757613/dv/kplr009757613-001-20160209194854_dvs.pdf,3879,77,-85,4.708,0.045,-0.021,-0.12,0.15,-0.15,0.537,0.03,-0.041,0.537,0.037,-0.033,,,,q1_q17_dr25_stellar,284.94098,46.56654,15.473,16.84,15.434,14.887,14.601,13.408,12.746,12.63,0,18.9960718,2.70E-06,46.566523,2.60E-05,0.217,0.098,-0.062,0.092,0.00144,0.00034,-0.00066,0.00038,-0.085,0.078,0.075,0.077,0.113,0.081,0.083,0.082,-0.104,0.079,0.133,0.086
2281,11752906,K00253.01,,CANDIDATE,Done,8/16/18,CANDIDATE,1,0,0,0,0,q1_q17_dr25_sup_koi,CENT_KIC_POS,6.383159135,6.40E-06,-6.40E-06,170.604622,0.000744,-0.000744,2455003.605,0.000744,-0.000744,0,,,,,,0.197,0.237,-0.197,1.7504,0.0334,-0.0334,,,,2310,40.8,-40.8,0.043356,0.0011,-0.000801,10.80586,1.00691,-3.02453,LS+MCMC,2.73,0.1,-0.17,0.0562,,,89.61,,,530,,,18.73,3.1,-3.66,28.55,2.7,-2.7,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.0767,0.6737,q1_q17_dr25_koi,9.955957,55.220226,64.4,2,171,1,q1_q17_dr25_tce,1.11E+31,0.0073,Mandel and Agol (2002 ApJ 580 171),,,011/011752/011752906/dv/kplr011752906-20160209194854_dvr.pdf,011/011752/011752906/dv/kplr011752906-001-20160209194854_dvs.pdf,3757,74,-82,4.681,0.039,-0.015,0.48,0.05,-0.15,0.576,0.022,-0.036,0.581,0.029,-0.029,,,,q1_q17_dr25_stellar,285.57434,49.962269,15.254,16.625,15.335,14.667,14.261,13.089,12.399,12.29,0,19.0382828,3.00E-06,49.962,3.00E-05,-0.25,0.11,-0.97,0.11,0.00013,0.00034,-0.00185,0.00045,-0.3,0.18,1.5,0.3,1.53,0.33,-0.361,0.092,-0.271,0.091,0.451,0.092
2285,11768142,K02626.01,Kepler-1652 b,CONFIRMED,Done,8/16/18,CANDIDATE,0.999,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,38.0970717,0.000308,-0.000308,140.00353,0.00659,-0.00659,2454973.004,0.00659,-0.00659,0,,,,,,0.953,0.019,-0.688,4.307,0.21,-0.21,,,,913,59.1,-59.1,0.03645,0.00155,-0.00976,0.27308,8.06046,-0.12542,LS+MCMC,1.58,0.2,-0.21,0.1667,,,88.02,,,242,,,0.81,0.3,-0.25,27.6,13.6,-13.6,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.366,0.3573,q1_q17_dr25_koi,4.2678237,14.57548,17,1,38,1,q1_q17_dr25_tce,1.11E+31,0.9785,Mandel and Agol (2002 ApJ 580 171),,,011/011768/011768142/dv/kplr011768142-20160209194854_dvr.pdf,011/011768/011768142/dv/kplr011768142-001-20160209194854_dvs.pdf,3554,71,-80,4.867,0.055,-0.055,-0.04,0.15,-0.15,0.398,0.049,-0.054,0.426,0.047,-0.076,,,,q1_q17_dr25_stellar,294.36609,49.915058,15.931,17.596,16.218,15.218,14.761,13.454,12.784,12.635,0,19.624478,2.80E-05,49.91442,0.00026,2.52,0.99,-2.32,0.94,-0.00238,0.00092,0.00214,0.00089,0.24,0.47,0.57,0.38,0.62,0.43,0.14,0.44,0.64,0.39,0.66,0.41
2321,8733898,K02842.01,Kepler-446 b,CONFIRMED,Done,8/16/18,CANDIDATE,1,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,1.565412613,1.60E-06,-1.60E-06,132.91281,0.00115,-0.00115,2454965.913,0.00115,-0.00115,0,,,,,,0.003,0.431,-0.003,0.7572,0.0299,-0.0299,,,,2750,83.1,-83.1,0.048437,0.00214,-0.000505,35.12423,4.46061,-12.55432,LS+MCMC,1.73,0.22,-0.19,0.0182,,,89.99,,,648,,,41.85,15.16,-10.74,16.57,2.1,-2.1,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.3775,0.3402,q1_q17_dr25_koi,4.9627504,33.523926,48.6,3,336,1,q1_q17_dr25_tce,1.00E+25,0.7319,Mandel and Agol (2002 ApJ 580 171),,,008/008733/008733898/dv/kplr008733898-20160209194854_dvr.pdf,008/008733/008733898/dv/kplr008733898-001-20160209194854_dvs.pdf,3464,69,-55,4.923,0.044,-0.044,-0.14,0.15,-0.15,0.328,0.04,-0.036,0.328,0.053,-0.043,,,,q1_q17_dr25_stellar,282.25021,44.921108,16.257,17.943,16.794,15.534,14.929,13.591,13.075,12.827,0,18.8166674,9.90E-06,44.92091,0.0001,-0.51,0.38,-0.74,0.37,0.0002,0.0012,0.0021,0.0014,0.03,0.13,0.12,0.14,0.12,0.14,-0.28,0.13,0.04,0.14,0.28,0.13
2322,8733898,K02842.02,Kepler-446 d,CONFIRMED,Done,8/16/18,CANDIDATE,0.992,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,5.14892346,1.25E-05,-1.25E-05,133.31971,0.00278,-0.00278,2454966.32,0.00278,-0.00278,0,,,,,,0.719,0.186,-0.506,0.9613,0.0538,-0.0538,,,,2360,120,-120,0.048149,0.00953,-0.0035,21.7424,41.71447,-16.49153,LS+MCMC,1.72,0.21,-0.18,0.0403,,,88.68,,,436,,,8.54,3.09,-2.19,31.2,15,-15,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.3775,0.3402,q1_q17_dr25_koi,4.4788084,17.186102,25.4,3,88,3,q1_q17_dr25_tce,1.00E+25,0.0242,Mandel and Agol (2002 ApJ 580 171),,,008/008733/008733898/dv/kplr008733898-20160209194854_dvr.pdf,008/008733/008733898/dv/kplr008733898-003-20160209194854_dvs.pdf,3464,69,-55,4.923,0.044,-0.044,-0.14,0.15,-0.15,0.328,0.04,-0.036,0.328,0.053,-0.043,,,,q1_q17_dr25_stellar,282.25021,44.921108,16.257,17.943,16.794,15.534,14.929,13.591,13.075,12.827,0.759,18.816674,1.90E-05,44.92119,0.0002,-0.26,0.74,0.27,0.73,-0.0004,0.002,-0.0005,0.0022,-0.07,0.28,0.32,0.3,0.32,0.27,-0.31,0.28,0.26,0.2,0.41,0.25
2331,9730163,K02704.01,Kepler-445 c,CONFIRMED,Done,8/16/18,CANDIDATE,1,0,0,0,0,q1_q17_dr25_sup_koi,CENT_KIC_POS,4.871223664,7.69E-06,-7.69E-06,133.64255,0.00151,-0.00151,2454966.643,0.00151,-0.00151,0,,,,,,0.706,0.066,-0.491,1.5916,0.0553,-0.0553,,,,6460,152,-152,0.079431,0.00869,-0.00718,5.56558,8.7526,-0.57798,LS+MCMC,1.56,0.7,-0.23,0.0301,,,87.88,,,341,,,3.18,4.16,-0.99,19.11,7.5,-7.5,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.3107,0.423,q1_q17_dr25_koi,8.1851425,41.95647,50.5,3,119,1,q1_q17_dr25_tce,1.01E+26,0.7569,Mandel and Agol (2002 ApJ 580 171),,,009/009730/009730163/dv/kplr009730163-20160209194854_dvr.pdf,009/009730/009730163/dv/kplr009730163-001-20160209194854_dvs.pdf,3157,75,-37,5.112,0.076,-0.123,0.26,0.15,-0.1,0.18,0.081,-0.027,0.153,0.092,-0.023,,,,q1_q17_dr25_stellar,298.73611,46.498634,17.475,18.666,17.462,16.961,,13.542,12.929,12.61,0.77,19.9157566,7.20E-06,46.498902,7.70E-05,0.55,0.27,0.96,0.28,-0.0003,0.0034,0.0007,0.0046,-0.09,0.17,0.11,0.19,0.14,0.18,0.34,0.37,1.27,0.3,1.31,0.37
2332,9730163,K02704.02,Kepler-445 b,CONFIRMED,Done,8/16/18,CANDIDATE,0.939,0,0,0,0,q1_q17_dr25_sup_koi,CENT_KIC_POS,2.984157711,8.75E-06,-8.75E-06,133.11908,0.00279,-0.00279,2454966.119,0.00279,-0.00279,0,,,,,,0.45,0.479,-0.24,1.2637,0.0667,-0.0667,,,,2600,129,-129,0.046896,0.00111,-0.00305,10.55546,5.29425,-3.01123,LS+MCMC,0.92,0.42,-0.14,0.0217,,,88.49,,,401,,,6.12,8.01,-1.9,17.06,4.3,-4.3,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.3107,0.423,q1_q17_dr25_koi,3.9131248,19.508406,24.3,3,195,2,q1_q17_dr25_tce,1.01E+26,0.5362,Mandel and Agol (2002 ApJ 580 171),,,009/009730/009730163/dv/kplr009730163-20160209194854_dvr.pdf,009/009730/009730163/dv/kplr009730163-002-20160209194854_dvs.pdf,3157,75,-37,5.112,0.076,-0.123,0.26,0.15,-0.1,0.18,0.081,-0.027,0.153,0.092,-0.023,,,,q1_q17_dr25_stellar,298.73611,46.498634,17.475,18.666,17.462,16.961,,13.542,12.929,12.61,0.881,19.915761,1.60E-05,46.49892,0.00017,0.73,0.6,1.03,0.62,-0.0005,0.0017,0.0001,0.002,0.04,0.15,-0.26,0.34,0.26,0.34,0.48,0.16,0.93,0.34,1.04,0.31
2333,11453592,K02705.01,Kepler-1319 A b,CONFIRMED,Done,8/16/18,CANDIDATE,1,0,0,0,0,q1_q17_dr25_sup_koi,CENT_KIC_POS,2.8867624,3.74E-06,-3.74E-06,131.66592,0.00125,-0.00125,2454964.666,0.00125,-0.00125,0,,,,,,0.92,0.032,-0.691,0.9879,0.031,-0.031,,,,632,22.6,-22.6,0.029146,0.00106,-0.00617,2.52148,35.69313,-0.80991,LS+MCMC,1.24,0.17,-0.2,0.0296,,,84.91,,,557,,,22.75,9.63,-7.98,10.36,5.1,-5.1,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.3411,0.3866,q1_q17_dr25_koi,5.6550226,35.076653,37.1,1,269,1,q1_q17_dr25_tce,1.11E+26,0.989,Mandel and Agol (2002 ApJ 580 171),,,011/011453/011453592/dv/kplr011453592-20160209194854_dvr.pdf,011/011453/011453592/dv/kplr011453592-001-20160209194854_dvs.pdf,3483,78,-78,4.875,0.06,-0.06,0.1,0.15,-0.15,0.389,0.055,-0.061,0.415,0.052,-0.078,,,,q1_q17_dr25_stellar,290.95615,49.366398,14.717,15.759,14.693,14.27,,11.57,10.927,10.726,0,19.3971051,7.80E-06,49.366621,6.60E-05,0.97,0.27,0.81,0.24,-0.00042,0.00017,0.00033,0.00015,0.028,0.096,-0.117,0.098,0.12,0.098,0.3,0.11,1.34,0.12,1.37,0.12
