,KOI,KIC,Teff,ETeff,eTeff,Fe/H,e_Fe/H,M/H,e_M/H,SpType,Mstar,e_Mstar,Rstar,e_Rstar,Dis,Fe/H-T,e_Fe/H-T,Fe/H-M,e_Fe/H-M,M/H-M,e_M/H-M,solution_id,designation,m_source_id,random_index,gaia_ref_epoch,ra,ra_error,dec,dec_error,parallax,parallax_error,parallax_over_error,pmra,pmra_error,pmdec,pmdec_error,ra_dec_corr,ra_parallax_corr,ra_pmra_corr,ra_pmdec_corr,dec_parallax_corr,dec_pmra_corr,dec_pmdec_corr,parallax_pmra_corr,parallax_pmdec_corr,pmra_pmdec_corr,astrometric_n_obs_al,astrometric_n_obs_ac,astrometric_n_good_obs_al,astrometric_n_bad_obs_al,astrometric_gof_al,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_params_solved,astrometric_primary_flag,astrometric_weight_al,astrometric_pseudo_colour,astrometric_pseudo_colour_error,mean_varpi_factor_al,astrometric_matched_observations,visibility_periods_used,astrometric_sigma5d_max,frame_rotator_object_type,matched_observations,duplicated_source,phot_g_n_obs,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_flux_over_error,phot_g_mean_mag,phot_bp_n_obs,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_flux_over_error,phot_bp_mean_mag,phot_rp_n_obs,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_flux_over_error,phot_rp_mean_mag,phot_bp_rp_excess_factor,phot_proc_mode,bp_rp,bp_g,g_rp,radial_velocity,radial_velocity_error,rv_nb_transits,rv_template_teff,rv_template_logg,rv_template_fe_h,phot_variable_flag,l,b,ecl_lon,ecl_lat,priam_flags,teff_val,teff_percentile_lower,teff_percentile_upper,a_g_val,a_g_percentile_lower,a_g_percentile_upper,e_bp_min_rp_val,e_bp_min_rp_percentile_lower,e_bp_min_rp_percentile_upper,flame_flags,radius_val,radius_percentile_lower,radius_percentile_upper,lum_val,lum_percentile_lower,lum_percentile_upper,datalink_url,epoch_photometry_url,kepid,ra_kic,dec_kic,r_est,r_lo,r_hi,r_length_prior,r_result_flag,r_modality_flag,tm_designation,kepmag,teff,teff_err1,teff_err2,teff_prov,logg,logg_err1,logg_err2,logg_prov,feh,feh_err1,feh_err2,feh_prov,radius,radius_err1,radius_err2,mass,mass_err1,mass_err2,prov_sec,nconfp,nkoi,ntce,jmag,hmag,kmag,planet?,kepler_gaia_ang_dist
28,3444,5384713,3665,72,74,0.16,0.14,0.11,0.13,M1V,0.51,0.04,0.48,0.04,100,0.39,0.17,0.22,0.17,0.11,0.18,1.64E+18,b'Gaia DR2 2073740055966698368',2.07E+18,1371578708,2015.5,297.4294077,0.036712964,40.56205544,0.040643037,11.11547512,0.045620555,243.65059,33.61292917,0.079548404,34.57007048,0.080397718,-0.01993533,0.03657899,-0.116332665,-0.019273497,0.22055544,-0.041625876,-0.1470169,-0.11411852,-0.10249618,-0.042814706,237,0,237,0,25.556044,1330.5581,0.399257008,38.0044048,31,FALSE,5.6141257,1.360279437,0.010833165,-0.013907904,27,16,0.07993968,0,28,FALSE,245,58744.29388,47.78211077,1229.4203,13.765951,27,14728.87175,56.25081984,261.8428,14.930964,27,69187.36134,167.1575953,413.90497,12.661853,1.4285002,0,2.2691116,1.1650133,1.1040983,,,0,,,,b'NOT_AVAILABLE',75.09659283,7.263110979,314.1905827,59.86347291,100001,3734,3514,4036.9077,0.363,0.1916,0.894,0.1937,0.0954,0.4664,-9.22E+18,,,,,,,b'http://geadata.esac.esa.int/data-server/datalink/links?ID=2073740055966698368',b' ',5384713,297.4292,40.561909,89.73350634,89.36489626,90.10511537,2186.321326,1,1,b'2MASS J19494301+4033428',13.693,3705,74,-74,b'SPE70',4.721,0.039,-0.021,b'SPE90',0.21,0.15,-0.15,b'SPE70',0.529,0.03,-0.038,0.536,0.034,-0.034,b'DSEP',0,4,5,11.166,10.523,10.309,b'cand',0.04791503
29,596,10388286,3670,47,62,0.01,0.13,0,0.12,M1V,0.49,0.04,0.46,0.04,117,0.3,0.13,0.13,0.12,0.08,0.12,1.64E+18,b'Gaia DR2 2107607354856794880',2.11E+18,170332762,2015.5,283.7407247,0.028414168,47.51612375,0.028829133,5.739854162,0.031379164,182.91928,-0.004117824,0.06365961,-37.65934505,0.058346489,-0.29597446,-0.3923518,0.21149938,0.053648304,0.26597923,-0.06622171,-0.19397566,-0.28614312,-0.049553912,-0.10470604,173,0,172,1,3.151762,230.64896,0.133744609,2.623480663,31,FALSE,18.253204,1.377110525,0.007345061,-0.029749589,20,15,0.069122985,0,22,FALSE,184,22094.27973,14.81388814,1491.4572,14.827666,20,6047.700929,26.47284668,228.4492,15.897412,21,24229.23475,49.02759009,494.19592,13.801071,1.3703518,0,2.0963411,1.069746,1.0265951,,,0,,,,b'NOT_AVAILABLE',77.32188453,19.08851787,297.4695482,69.64841563,100001,3683,3658,4079.73,0.021,0.0057,0.4441,0.027,0.0026,0.2067,200111,0.57485795,0.46849087,0.58274233,0.054780077,0.054060243,0.05549991,b'http://geadata.esac.esa.int/data-server/datalink/links?ID=2107607354856794880',b' ',10388286,283.74069,47.516289,173.3538285,172.4088264,174.3090606,823.9316132,1,1,b'2MASS J18545777+4730586',14.818,3669,73,-91,b'SPE70',4.787,0.054,-0.041,b'SPE60',0,0.15,-0.15,b'SPE70',0.47,0.041,-0.051,0.494,0.039,-0.054,b'DSEP',1,1,1,12.437,11.802,11.573,b'conf',0.085109478
30,3144,5688790,3679,78,90,-0.31,0.17,-0.22,0.15,M1V,0.45,0.05,0.42,0.05,99,0.09,0.14,-0.01,0.2,0.05,0.21,1.64E+18,b'Gaia DR2 2103799368134289024',2.10E+18,1079203985,2015.5,285.7396971,0.041802436,40.97986882,0.050449788,4.408622065,0.048835881,90.27424,-19.27772128,0.101157824,-37.72325457,0.112683791,-0.095964104,-0.05096628,-0.22881171,0.13752769,0.22838393,0.1828407,-0.45482424,0.11858099,-0.12444049,-0.20123714,200,0,197,3,2.9873276,255.88219,0.227412594,3.228994566,31,FALSE,5.414954,1.332605416,0.013632901,0.100414954,23,16,0.11847264,0,26,FALSE,221,6857.775034,4.73539049,1448.1963,16.097908,20,1655.864203,9.328961595,177.49716,17.303827,22,8010.892423,12.46243362,642.8032,15.002718,1.4096054,0,2.3011093,1.2059193,1.09519,,,0,,,,b'NOT_AVAILABLE',71.48764694,15.38301244,296.7774932,62.96347236,100001,3511,3441,3929.7734,0.233,0.0315,0.5337,0.142,0.0346,0.3238,-9.22E+18,,,,,,,b'http://geadata.esac.esa.int/data-server/datalink/links?ID=2103799368134289024',b' ',5688790,285.73981,40.980049,225.3933505,222.9204954,227.9206818,858.3608369,1,1,b'2MASS J19025755+4058481',16.109,3675,73,-82,b'SPE70',4.869,0.049,-0.055,b'PHO2',-0.32,0.15,-0.15,b'SPE70',0.398,0.049,-0.049,0.428,0.042,-0.063,b'DSEP',1,1,1,13.577,12.953,12.744,b'conf',0.064445654
32,2862,6679295,3679,169,72,0.26,0.18,0.18,0.16,M1V,0.52,0.07,0.5,0.06,289,0.56,0.15,0.23,0.27,-0.02,0.28,1.64E+18,b'Gaia DR2 2102496756092882432',2.10E+18,485852053,2015.5,287.9486184,0.164949971,42.15610905,0.111366323,2.091915847,0.144711613,14.455756,2.338424733,0.380221489,14.55077385,0.330426588,-0.6169209,0.5199251,0.5392294,-0.62786835,-0.1993648,-0.4819314,0.37946114,0.46506566,-0.6568667,-0.75350213,118,0,100,18,4.207782,164.64085,0.395087639,4.040209503,31,FALSE,2.4804444,1.331800151,0.025906199,0.20612833,12,8,0.44159555,0,22,FALSE,126,4195.241721,11.27629031,372.04095,16.631474,7,2343.125409,52.34087298,44.766647,16.926899,8,8730.852192,35.48342394,246.05438,14.909279,2.6396518,0,2.01762,0.29542542,1.7221947,,,0,,,,b'NOT_AVAILABLE',73.28140939,14.33021951,301.0082641,63.6758455,102001,5000,4259,5804,,,,,,,-9.22E+18,,,,,,,b'http://geadata.esac.esa.int/data-server/datalink/links?ID=2102496756092882432',b' ',6679295,287.94861,42.156139,474.7450842,443.4480972,510.7033891,880.33161,1,1,b'2MASS J19114766+4209221',15.907,3678,73,-80,b'SPE70',4.755,0.028,-0.032,b'PHO2',0.26,0.15,-0.15,b'SPE70',0.512,0.029,-0.035,0.545,0.024,-0.041,b'DSEP',0,1,1,13.656,12.976,12.762,b'cand',0.333633201
33,3263,11853130,3680,104,94,0,0.17,0,0.14,M1V,0.49,0.05,0.46,0.05,229,-0.25,0.14,-0.26,0.22,-0.3,0.24,1.64E+18,b'Gaia DR2 2132325441397749248',2.13E+18,1592974147,2015.5,285.0959595,0.033322349,50.10088506,0.046027241,2.254172744,0.037816866,59.6076,5.755601247,0.071997968,-14.09351441,0.093928936,0.0744461,-0.13279024,-0.11041436,-0.238766,0.02329373,-0.26109678,-0.4051259,-0.08311848,0.06933703,0.12671791,206,0,204,2,1.6288764,232.55646,0.129961877,1.056641347,31,FALSE,7.076354,1.388664352,0.009696723,0.08628869,23,16,0.099911116,0,26,FALSE,230,7551.622728,5.655180808,1335.346,15.993265,22,2208.047017,19.84126853,111.285576,16.991367,22,8898.372222,21.46208513,414.60895,14.888643,1.4707328,0,2.102724,0.9981022,1.1046219,,,0,,,,b'NOT_AVAILABLE',80.21549662,19.11963209,302.419765,71.84437011,102001,3640,3554,3981.673,,,,,,,200111,0.8896397,0.7435081,0.9332158,0.12517816,0.12033555,0.13002077,b'http://geadata.esac.esa.int/data-server/datalink/links?ID=2132325441397749248',b' ',11853130,285.09586,50.10096,438.1618979,430.9643095,445.5995166,802.974475,1,1,b'2MASS J19002300+5006034',15.949,3638,72,-79,b'SPE70',4.828,0.041,-0.054,b'PHO2',-0.06,0.15,-0.15,b'SPE70',0.436,0.045,-0.049,0.467,0.043,-0.052,b'DSEP',0,1,1,13.558,12.886,12.726,b'cand',0.149665413
35,781,11923270,3691,74,70,0,0.14,-0.01,0.13,M1V,0.5,0.04,0.47,0.04,188,0.35,0.15,0.19,0.16,0.14,0.17,1.64E+18,b'Gaia DR2 2135301441422463360',2.14E+18,1085812764,2015.5,296.2220259,0.027790205,50.28736261,0.032399458,3.359103494,0.031961413,105.09872,8.444548922,0.062734637,32.28343735,0.066553183,0.013321884,-0.06351478,-0.086151116,0.001565163,0.14155607,-0.012120924,-0.27265927,-0.120954864,-0.04169925,-0.004693918,230,0,229,1,1.7377199,262.0895,0.091546194,0.680311343,31,FALSE,9.273195,1.36633479,0.008247465,0.10602346,26,16,0.070761874,0,28,FALSE,240,8389.307881,7.278774989,1152.5714,15.87905,25,2225.83073,13.74093298,161.98541,16.982658,25,9314.720161,18.59457379,500.93753,14.838996,1.3756261,0,2.1436625,1.1036081,1.0400543,,,0,,,,b'NOT_AVAILABLE',83.35180153,12.67076413,322.0853656,69.03197211,100001,3672,3589.75,3905.4697,0.5587,0.4654,1.3091,0.29,0.2432,0.6481,200111,0.6112945,0.54039246,0.63962793,0.061207745,0.05981468,0.062600814,b'http://geadata.esac.esa.int/data-server/datalink/links?ID=2135301441422463360',b' ',11923270,296.22195,50.28722,295.1956136,292.4153742,298.0282668,1061.971357,1,1,b'2MASS J19445327+5017139',15.937,3688,73,-91,b'SPE70',4.79,0.05,-0.045,b'SPE60',0,0.15,-0.15,b'SPE70',0.473,0.037,-0.051,0.503,0.035,-0.053,b'DSEP',1,1,1,13.474,12.813,12.628,b'conf',0.045678505
36,1201,4061149,3697,87,48,-0.19,0.14,-0.14,0.13,M1V,0.47,0.04,0.45,0.04,113,-0.1,0.14,0,0.14,0.06,0.15,1.64E+18,b'Gaia DR2 2053093637076689664',2.05E+18,1369910389,2015.5,292.577073,0.029206203,39.12093899,0.031974223,3.665255714,0.036773622,99.670784,6.145466906,0.061246481,10.14057378,0.059377552,0.16231753,0.21849506,-0.22067869,-0.09444208,0.32485965,-0.1786426,-0.24672936,-0.3308382,-0.08136356,0.11043149,226,0,226,0,1.3680538,250.30238,0.101366706,0.942752418,31,FALSE,10.50918,1.390109961,0.009061829,0.070318624,26,16,0.06735326,0,30,FALSE,252,9982.374043,5.973731463,1671.045,15.690281,28,2866.78756,12.4406863,230.43645,16.7079,28,10683.77707,17.79852909,600.2618,14.690108,1.357449,0,2.0177908,1.0176182,1.0001726,,,0,,,,b'NOT_AVAILABLE',72.02362031,9.855382788,306.2471506,59.75114813,100001,3712,3697,4118.893,,,,,,,200111,0.5896561,0.47890976,0.59445065,0.05947359,0.05808966,0.06085752,b'http://geadata.esac.esa.int/data-server/datalink/links?ID=2053093637076689664',b' ',4061149,292.57703,39.12088,270.7394665,268.0500308,273.4824347,1540.094914,1,1,b'2MASS J19301848+3907151',15.597,3683,73,-88,b'SPE70',4.84,0.05,-0.055,b'SPE60',-0.22,0.15,-0.15,b'SPE70',0.424,0.045,-0.055,0.454,0.037,-0.064,b'DSEP',0,1,1,13.409,12.758,12.611,b'cand',0.060459013
37,818,4913852,3698,32,119,0.28,0.14,0.2,0.13,M1V,0.54,0.04,0.51,0.04,326,0.15,0.13,0.21,0.18,0.07,0.19,1.64E+18,b'Gaia DR2 2101242934881164416',2.10E+18,1581350412,2015.5,288.8117314,0.033559738,40.0332311,0.044629358,3.554644859,0.043222095,82.24139,-45.79412731,0.075160748,-36.67238425,0.0806717,-0.25626624,-0.26366082,-0.24119014,0.12062768,0.36776522,0.10699344,-0.35681897,-0.002252992,-0.0352096,-0.13528776,212,0,212,0,3.7033916,291.02863,0.174574086,2.532320368,31,FALSE,7.8918276,1.360238471,0.010209203,-0.057829697,24,15,0.08566966,0,26,FALSE,230,8708.900477,5.569176674,1563.7681,15.838457,24,2253.640658,13.18579325,170.9143,16.969177,25,9796.474908,19.32099283,507.03787,14.7842455,1.3836552,0,2.1849318,1.1307201,1.0542116,,,0,,,,b'NOT_AVAILABLE',71.56597695,12.86404334,301.1114948,61.45609502,100001,3761.7969,3501,4221.85,,,,,,,200111,0.5435079,0.43151003,0.6274979,0.053295154,0.05183729,0.054753017,b'http://geadata.esac.esa.int/data-server/datalink/links?ID=2101242934881164416',b' ',4913852,288.81201,40.033401,279.1149676,275.7621799,282.5487937,963.5633972,1,1,b'2MASS J19151488+4002002',15.877,3692,73,-83,b'SPE70',4.753,0.032,-0.039,b'SPE60',0.28,0.15,-0.15,b'SPE70',0.517,0.035,-0.039,0.553,0.027,-0.044,b'DSEP',1,1,1,13.405,12.723,12.492,b'conf',0.072410581
38,1843,5080636,3705,34,83,0.27,0.13,0.19,0.13,M1V,0.54,0.04,0.51,0.03,151,0.39,0.13,0.52,0.15,0.31,0.14,1.64E+18,b'Gaia DR2 2103377980301947264',2.10E+18,382321022,2015.5,285.0131082,0.020126387,40.22095471,0.023315434,7.416562374,0.024511681,302.57257,0.690537925,0.044847165,41.18654656,0.047103571,-0.039494444,-0.044407047,-0.17098075,-0.04344457,0.23501772,-0.06853015,-0.14071308,-0.07216965,-0.10601793,-0.024554012,241,0,241,0,7.931078,452.6138,0.180331345,6.861201028,31,FALSE,17.116028,1.367563979,0.006868566,-0.02185364,27,17,0.05314644,0,29,FALSE,258,32382.05721,14.39285922,2249.8696,14.412604,27,8249.553966,28.5433434,289.0185,15.560312,27,36640.89104,52.8583245,693.19055,13.352005,1.3862753,0,2.2083073,1.1477079,1.0605993,,,0,,,,b'NOT_AVAILABLE',70.54027199,15.59932048,295.2289184,62.35154692,100001,3712.08,3565,4127.825,,,,,,,200111,0.5248133,0.42442104,0.5690107,0.047116574,0.046717685,0.047515463,b'http://geadata.esac.esa.int/data-server/datalink/links?ID=2103377980301947264',b' ',5080636,285.01309,40.220749,134.3108744,133.866823,134.7578288,864.461629,1,1,b'2MASS J19000314+4013147',14.404,3706,73,-92,b'SPE70',4.747,0.033,-0.033,b'SPE60',0.26,0.15,-0.15,b'SPE70',0.522,0.032,-0.039,0.555,0.027,-0.044,b'DSEP',1,2,3,11.951,11.279,11.056,b'conf',0.109478428
39,886,7455287,3712,69,72,-0.13,0.14,-0.1,0.13,M1V,0.48,0.04,0.46,0.04,109,-0.24,0.11,-0.11,0.16,-0.15,0.16,1.64E+18,b'Gaia DR2 2077974687557384704',2.08E+18,722360583,2015.5,294.7739245,0.030069897,43.05619759,0.039072045,3.65227932,0.039214254,93.13653,0.034840128,0.063627399,-18.49910961,0.070370726,0.080069296,0.053567115,-0.060803752,-0.10319572,0.3414814,-0.18528567,-0.26649135,-0.25146693,-0.025582496,0.07653323,208,0,207,1,2.4997592,255.74454,0.140713634,1.666091847,31,FALSE,8.9631195,1.37107735,0.010419809,0.13838145,24,16,0.073645994,0,26,FALSE,223,8913.334925,4.946672145,1801.8851,15.813265,25,2588.541907,16.78054919,154.25847,16.81875,26,9518.447073,15.21148036,625.741,14.815505,1.3583007,0,2.0032454,1.0054855,0.9977598,,,0,,,,b'NOT_AVAILABLE',76.34484858,10.1980966,312.2465816,62.90840254,100001,3712.75,3673,3775.3333,0.021,0.0026,0.1571,0.011,0.0019,0.0738,200111,0.5587957,0.5404231,0.570956,0.053454425,0.052140187,0.054768663,b'http://geadata.esac.esa.int/data-server/datalink/links?ID=2077974687557384704',b' ',7455287,294.77393,43.056301,271.7007717,268.8143841,274.6486866,1496.785442,1,1,b'2MASS J19390574+4303226',15.847,3713,74,-92,b'SPE70',4.779,0.063,-0.031,b'SPE60',-0.12,0.15,-0.15,b'SPE70',0.47,0.036,-0.054,0.484,0.038,-0.053,b'DSEP',3,3,6,13.508,12.897,12.648,b'conf',0.086853951
40,3034,2973386,3713,194,54,-0.1,0.18,-0.07,0.15,M1V,0.49,0.06,0.46,0.06,123,-0.01,0.14,0.01,0.28,-0.07,0.34,1.64E+18,b'Gaia DR2 2099209285046297344',2.10E+18,337236138,2015.5,286.9801602,0.024933131,38.16528062,0.029561477,2.703408146,0.032583739,82.96802,0.869258277,0.053347675,11.71224462,0.05729306,-0.23244317,-0.2983162,-0.007749072,-0.041019224,0.34457356,-0.11394925,-0.102014616,-0.15434998,-0.04796688,-0.08911561,229,0,228,1,0.4580821,232.12926,0,0,31,FALSE,13.716327,1.401881685,0.007367937,-0.01196199,26,16,0.06090762,0,31,FALSE,264,11464.2234,4.540153005,2525.0742,15.540004,30,3698.591161,15.96291182,231.69904,16.431297,30,11502.09601,17.83674974,644.8538,14.609978,1.3259238,0,1.8213196,0.8912935,0.93002605,,,0,,,,b'NOT_AVAILABLE',69.21588988,13.3845574,297.3397935,60.00311606,100001,3900.6667,3873.8132,4229.615,0.7565,0.3524,1.0211,0.3627,0.1879,0.4991,200111,0.72746843,0.6187143,0.73758906,0.11037695,0.10721074,0.11354315,b'http://geadata.esac.esa.int/data-server/datalink/links?ID=2099209285046297344',b' ',2973386,286.98013,38.165218,366.0607974,361.7127741,370.512709,913.1516756,1,1,b'2MASS J19075523+3809548',15.572,3720,73,-81,b'SPE70',4.764,0.054,-0.031,b'PHO2',-0.1,0.15,-0.15,b'SPE70',0.48,0.033,-0.05,0.488,0.039,-0.044,b'DSEP',0,1,1,13.452,12.774,12.609,b'cand',0.084275223
41,1867,8167996,3717,127,42,0.03,0.15,0.02,0.13,M1V,0.51,0.04,0.48,0.04,183,0,0.13,0.18,0.17,0.06,0.17,1.64E+18,b'Gaia DR2 2126336710805475712',2.13E+18,367909531,2015.5,292.6422963,0.021433561,44.08762514,0.023803737,4.103720546,0.024898888,164.81541,-11.31241366,0.045885362,-7.193011862,0.048653412,0.010814119,0.23278363,-0.37483177,-0.018526109,0.31904,-0.06971802,-0.3135394,-0.20993613,-0.07146922,-0.07614151,212,0,211,1,0.049301364,206.33423,0,0,31,FALSE,23.664753,1.422354028,0.007174969,0.002543769,24,16,0.05605928,0,29,FALSE,245,19195.58513,6.816458828,2816.0642,14.980362,28,5909.661442,22.33017016,264.6492,15.922482,27,19736.80101,24.65474389,800.5275,14.023728,1.3360605,0,1.8987532,0.9421196,0.95663357,,,0,,,,b'NOT_AVAILABLE',76.56617135,12.04239665,309.836716,64.42726972,100001,3855,3790,4194.3027,0.3555,0.0112,0.955,0.175,0.0183,0.4671,200111,0.64476645,0.5446677,0.66707206,0.08271743,0.08143886,0.083996005,b'http://geadata.esac.esa.int/data-server/datalink/links?ID=2126336710805475712',b' ',8167996,292.64236,44.087669,241.9870456,240.5267507,243.4648608,1130.478404,1,1,b'2MASS J19303416+4405156',15.018,3716,73,-83,b'SPE70',4.74,0.056,-0.024,b'SPE60',0.04,0.15,-0.15,b'SPE70',0.506,0.031,-0.051,0.513,0.037,-0.045,b'DSEP',3,3,3,12.794,12.11,11.956,b'conf',0.047597251
42,3090,6609270,3725,89,143,0.05,0.18,0.03,0.15,M1V,0.52,0.07,0.49,0.06,263,-0.23,0.13,-0.37,0.29,-0.49,0.35,1.64E+18,b'Gaia DR2 2077668752749671424',2.08E+18,559045297,2015.5,292.7376545,0.050226399,42.01477916,0.046748788,2.876822541,0.053230234,54.044895,-0.831644352,0.101390497,-3.147487248,0.086767775,-0.024737664,-0.11138588,-0.38586557,0.002967628,0.3377197,-0.05546724,-0.37820083,-0.06853602,-0.22577368,-0.06979778,201,0,199,2,8.293755,406.42386,0.326778439,9.144142495,31,FALSE,5.1439247,1.382231756,0.013158348,-0.094483525,23,14,0.1001864,0,26,FALSE,227,10245.68216,5.760798741,1778.5176,15.662013,24,3202.707425,24.09556615,132.91689,16.587595,24,10582.55684,21.21616219,498.79694,14.700443,1.3454707,0,1.8871517,0.92558193,0.9615698,,,0,,,,b'NOT_AVAILABLE',74.70419439,11.05565709,308.389936,62.45656737,100001,3846.75,3797.5,3899.3333,0.4017,0.3146,0.7038,0.19,0.15,0.3017,200111,0.67672116,0.6585928,0.69438785,0.09034208,0.08670086,0.09398331,b'http://geadata.esac.esa.int/data-server/datalink/links?ID=2077668752749671424',b' ',6609270,292.73764,42.014832,344.3371562,338.0902626,350.8149544,1296.235313,1,1,b'2MASS J19305703+4200533',15.665,3729,75,-67,b'SPE70',4.733,0.039,-0.021,b'PHO2',0.06,0.15,-0.15,b'SPE70',0.514,0.029,-0.037,0.52,0.037,-0.03,b'DSEP',0,2,2,13.463,12.79,12.677,b'cand',0.15059588
43,952,9787239,3731,94,67,-0.02,0.14,-0.02,0.13,M1V,0.51,0.04,0.48,0.04,224,0.08,0.13,0.2,0.16,0.23,0.16,1.64E+18,b'Gaia DR2 2080287892525359872',2.08E+18,1080829480,2015.5,297.8423073,0.026678937,46.57435951,0.031168329,3.059480188,0.03219759,95.022026,-13.61763123,0.058046061,19.64563311,0.068115324,-0.0880768,0.02636678,0.02528889,-0.14451267,0.09376014,-0.15995325,-0.1302659,-0.22514434,-0.006738641,-0.06398651,227,0,225,2,0.39197388,227.64227,0,0,31,FALSE,10.573179,1.401074803,0.008096108,0.046058472,26,16,0.07184632,0,30,FALSE,258,8921.236086,4.740066868,1882.0908,15.812304,27,2615.346523,14.28764977,183.04945,16.807566,26,9388.146494,16.48974859,569.3323,14.83047,1.3454967,0,1.9770956,0.99526215,0.98183346,,,0,,,,b'NOT_AVAILABLE',80.53918336,9.962320439,320.0635963,65.24681916,100001,3839.67,3727,4173.0103,0.3407,0.1696,0.8253,0.1737,0.092,0.3575,200111,0.59739065,0.5057633,0.6340557,0.06988551,0.06813013,0.07164089,b'http://geadata.esac.esa.int/data-server/datalink/links?ID=2080287892525359872',b' ',9787239,297.84241,46.574268,323.8466263,320.4789939,327.284495,1494.566559,1,1,b'2MASS J19512217+4634273',15.801,3731,73,-83,b'SPE70',4.75,0.052,-0.028,b'SPE60',-0.02,0.15,-0.15,b'SPE70',0.498,0.034,-0.051,0.509,0.036,-0.045,b'DSEP',5,5,5,13.616,12.901,12.757,b'conf',0.049799864
44,739,10386984,3733,90,47,0.11,0.13,0.07,0.13,M1V,0.52,0.03,0.5,0.03,243,-0.06,0.13,0.29,0.14,0.07,0.15,1.64E+18,b'Gaia DR2 2107644527795544832',2.11E+18,115043620,2015.5,282.983621,0.028370669,47.57838967,0.0313427,2.546422532,0.033078051,76.98224,-23.97367755,0.061766574,-45.46672696,0.057535193,0.045853086,-0.16059953,0.1684222,-0.00920525,0.39334553,-0.11851215,-0.23466907,-0.231446,-0.0926979,0.1515072,220,0,218,2,3.282824,287.38052,0.139718492,2.124756391,31,FALSE,11.096656,1.428528442,0.008112326,0.07331209,25,15,0.06822252,0,27,FALSE,233,11993.719,5.567174769,2154.3638,15.490981,23,3999.403939,12.42312905,321.9321,16.3464,23,11818.73849,19.12308988,618.035,14.580492,1.3188689,0,1.7659073,0.8554182,0.9104891,,,0,,,,b'NOT_AVAILABLE',77.20415814,19.59119912,296.0940636,69.8441497,100001,3965,3907.75,4207,0.855,0.6252,1.107,0.423,0.264,0.593,200111,0.7480892,0.66449964,0.7701693,0.12461613,0.12077651,0.12845574,b'http://geadata.esac.esa.int/data-server/datalink/links?ID=2107644527795544832',b' ',10386984,282.9838,47.57859,388.3835793,383.4192993,393.4757313,818.988651,1,1,b'2MASS J18515610+4734429',15.488,3736,75,-84,b'SPE70',4.724,0.046,-0.021,b'SPE60',0.12,0.15,-0.15,b'SPE70',0.525,0.03,-0.045,0.533,0.035,-0.039,b'DSEP',1,1,1,13.441,12.727,12.627,b'conf',0.0652044
45,247,11852982,3735,65,44,0.02,0.12,0.01,0.12,M1V,0.51,0.03,0.48,0.03,103,0.1,0.1,0.03,0.14,-0.04,0.14,1.64E+18,b'Gaia DR2 2132326747070439296',2.13E+18,1313537938,2015.5,284.998698,0.016324954,50.14669215,0.021398356,6.370545618,0.019228269,331.31146,9.379889247,0.036367059,-17.76984604,0.04463567,-0.09231486,-0.10552045,0.09463433,-0.065244,0.16249613,-0.1290465,-0.29777226,-0.1032539,0.1142047,0.053247135,183,0,183,0,2.1913168,221.85654,0.060292326,0.705580271,31,FALSE,41.00808,1.400337321,0.004706311,0.12636268,21,16,0.054973625,0,23,FALSE,199,39397.15906,17.05096828,2310.5525,14.199703,19,11901.94573,48.35827861,246.12013,15.162343,19,40941.17227,59.20940614,691.464,13.23152,1.3412926,0,1.9308233,0.9626398,0.9681835,,,0,,,,b'NOT_AVAILABLE',80.23889893,19.19378084,302.2795593,71.90828085,100001,3824.75,3804,4113.357,0.224,0.177,0.6801,0.114,0.092,0.3371,200111,0.6106997,0.52800864,0.6173804,0.071905546,0.07130752,0.072503574,b'http://geadata.esac.esa.int/data-server/datalink/links?ID=2132326747070439296',b' ',11852982,284.9986,50.14679,156.2636408,155.7919947,156.7381002,802.1740136,1,1,b'2MASS J18595966+5008484',14.216,3732,75,-83,b'SPE70',4.736,0.052,-0.024,b'SPE60',0.02,0.15,-0.15,b'SPE70',0.509,0.034,-0.05,0.515,0.039,-0.042,b'DSEP',0,1,1,12.009,11.342,11.124,b'cand',0.111453622
